Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador
255,3.4,72.9,86.9,878.0,3.09,3.01,4.89,4.66,7.0,12.9,509.0,9.0,42.0
256,3.34,84.5,82.0,1080.0,3.54,3.03,3.78,4.43,6.8,10.8,511.0,9.0,44.0
257,3.13,78.7,86.0,1025.0,4.45,4.16,3.74,3.51,14.8,9.6,513.0,9.0,46.0
258,3.01,78.5,87.1,1026.0,3.22,3.63,3.24,3.06,12.1,13.1,515.0,9.0,48.0
259,2.74,75.4,88.8,845.0,4.91,4.18,3.22,4.19,14.8,16.2,517.0,9.0,50.0
260,2.54,93.0,90.4,950.0,4.14,3.84,3.13,4.24,17.3,9.7,519.0,10.0,0.0
261,3.13,99.0,71.9,1059.0,4.34,3.73,3.98,3.07,16.2,16.1,521.0,10.0,2.0
262,2.37,76.2,94.9,1016.0,3.41,3.52,3.37,4.84,11.7,7.3,523.0,10.0,4.0
263,2.33,90.9,96.8,846.0,3.75,4.56,3.8,3.98,8.4,4.1,525.0,10.0,6.0
264,2.89,78.1,71.6,944.0,3.08,3.17,4.48,3.95,8.9,10.8,527.0,10.0,8.0
265,3.12,73.8,75.1,950.0,4.69,4.37,4.1,3.26,17.1,16.7,529.0,10.0,10.0
266,2.38,80.3,73.3,1029.0,3.69,3.33,3.73,3.14,11.4,15.1,531.0,10.0,12.0
267,3.04,84.7,91.7,1074.0,3.14,3.36,4.86,3.2,15.5,5.9,533.0,10.0,14.0
268,3.39,91.8,80.7,960.0,3.11,3.52,3.22,3.02,5.6,17.6,535.0,10.0,16.0
269,2.96,86.2,84.1,806.0,4.72,4.76,3.73,3.03,12.6,11.1,537.0,10.0,18.0
270,3.28,77.8,90.7,1067.0,4.21,3.85,4.69,3.56,13.0,10.8,539.0,10.0,20.0
271,3.2,79.5,78.1,853.0,4.19,4.71,4.28,3.92,5.8,3.6,541.0,10.0,22.0
272,2.1,78.2,70.0,930.0,3.2,3.34,3.69,4.4,4.2,3.9,543.0,10.0,24.0
273,3.36,73.3,84.6,870.0,4.6,4.59,3.43,4.71,15.1,17.7,545.0,10.0,26.0
274,2.61,71.0,76.7,1009.0,4.64,4.65,4.97,4.06,14.7,8.8,547.0,10.0,28.0
275,2.65,83.1,87.5,1035.0,3.04,3.83,3.15,3.0,6.6,9.4,549.0,10.0,30.0
276,3.42,83.2,74.3,865.0,4.93,3.14,3.72,3.56,10.1,17.5,551.0,10.0,32.0
277,3.32,97.9,82.3,1079.0,3.69,3.28,3.41,4.45,13.9,12.1,553.0,10.0,34.0
278,3.03,94.1,91.0,957.0,3.48,4.91,3.56,4.94,11.7,14.3,555.0,10.0,36.0
279,2.94,83.1,92.5,809.0,4.68,4.06,4.14,4.62,9.7,6.8,557.0,10.0,38.0
280,3.19,89.1,81.5,971.0,4.66,4.41,3.39,3.84,14.2,15.5,559.0,10.0,40.0
281,3.13,86.7,94.2,914.0,3.96,3.42,4.27,4.93,5.8,17.4,561.0,10.0,42.0
282,2.61,95.3,74.1,971.0,3.3,3.33,4.58,4.39,4.6,13.3,563.0,10.0,44.0
283,3.05,86.3,92.6,852.0,4.47,3.88,4.84,4.86,4.9,12.9,565.0,10.0,46.0
284,3.37,84.0,72.5,943.0,4.43,3.56,3.74,4.34,14.2,13.8,567.0,10.0,48.0
285,2.23,78.8,91.4,895.0,3.59,3.99,4.95,3.1,16.1,11.3,569.0,10.0,50.0
286,2.13,90.7,84.0,975.0,3.68,4.6,3.9,4.35,3.5,13.3,571.0,11.0,0.0
287,3.25,91.0,87.7,814.0,4.68,4.5,3.31,4.93,16.8,8.4,573.0,11.0,2.0
288,2.66,84.1,71.6,890.0,3.89,4.45,4.32,4.51,5.9,11.3,575.0,11.0,4.0
289,2.37,96.5,84.0,967.0,3.73,3.65,3.23,3.36,8.8,3.2,577.0,11.0,6.0
290,3.31,77.9,77.0,810.0,3.0,4.07,3.64,4.81,15.9,16.4,579.0,11.0,8.0
291,3.33,99.4,89.7,872.0,3.71,4.31,4.91,4.52,7.2,4.2,581.0,11.0,10.0
292,2.17,73.4,92.4,1076.0,3.87,4.77,4.91,4.32,15.0,15.4,583.0,11.0,12.0
293,3.48,86.6,85.1,837.0,4.0,4.62,3.6,3.01,13.5,10.8,585.0,11.0,14.0
294,2.95,79.6,77.7,951.0,4.01,4.84,4.43,4.64,11.3,9.3,587.0,11.0,16.0
295,2.6,86.3,73.2,810.0,4.27,4.84,4.03,3.22,9.4,6.7,589.0,11.0,18.0
296,2.28,79.4,73.8,1022.0,4.66,3.62,3.76,3.84,5.1,10.9,591.0,11.0,20.0
297,3.35,74.3,96.1,935.0,3.58,3.82,4.34,4.81,4.1,15.3,593.0,11.0,22.0
298,2.89,74.3,94.3,883.0,3.2,3.17,4.64,3.2,8.5,11.8,595.0,11.0,24.0
299,2.15,93.7,81.2,828.0,3.29,3.52,4.33,4.71,6.6,15.8,597.0,11.0,26.0
300,2.05,94.2,85.8,1026.0,4.25,4.57,4.15,4.38,17.4,13.2,599.0,11.0,28.0
301,2.59,70.5,87.1,924.0,4.47,3.91,3.96,4.66,4.8,3.9,601.0,11.0,30.0
302,3.49,91.4,82.4,975.0,3.37,3.39,4.08,3.83,13.1,16.4,603.0,11.0,32.0
303,2.61,81.3,84.0,1038.0,3.42,3.11,4.1,4.36,12.2,15.3,605.0,11.0,34.0
304,2.75,86.5,71.3,912.0,3.69,4.75,3.07,4.83,17.6,12.7,607.0,11.0,36.0
305,2.19,74.0,91.3,832.0,3.91,4.4,4.9,3.13,8.9,7.6,609.0,11.0,38.0
306,2.89,89.5,94.0,836.0,4.69,4.24,4.89,3.45,14.7,13.5,611.0,11.0,40.0
307,3.24,71.3,92.2,837.0,3.83,3.28,4.14,4.63,13.8,17.2,613.0,11.0,42.0
308,3.26,80.6,97.6,893.0,3.92,3.75,3.23,3.53,3.0,16.7,615.0,11.0,44.0
309,3.24,83.0,90.0,993.0,4.93,3.68,4.04,3.69,8.3,7.3,617.0,11.0,46.0
310,2.29,89.0,90.1,966.0,3.78,3.33,3.87,3.87,17.4,12.1,619.0,11.0,48.0
311,2.77,74.8,92.2,937.0,3.75,3.85,4.79,4.75,4.3,8.6,621.0,11.0,50.0
312,2.53,87.4,96.1,912.0,3.65,3.58,4.49,3.79,5.2,3.7,623.0,12.0,0.0
313,3.22,76.0,72.2,813.0,4.08,4.81,3.46,3.31,7.5,17.7,625.0,12.0,2.0
314,2.52,91.8,86.8,823.0,4.48,4.24,3.51,4.68,12.2,4.8,627.0,12.0,4.0
315,2.64,83.3,89.6,874.0,4.42,3.35,3.81,3.31,17.5,3.0,629.0,12.0,6.0
316,2.94,96.5,93.8,997.0,3.48,3.54,3.4,4.11,4.8,7.0,631.0,12.0,8.0
317,3.17,95.7,79.7,929.0,4.95,4.63,4.34,4.54,17.4,3.4,633.0,12.0,10.0
318,3.19,83.9,82.8,1090.0,4.42,3.63,3.17,4.1,14.7,8.7,635.0,12.0,12.0
319,2.6,95.7,91.4,1075.0,3.2,3.21,3.55,3.95,13.4,4.8,637.0,12.0,14.0
320,3.22,79.1,86.8,832.0,4.93,4.06,3.74,4.69,12.1,9.0,639.0,12.0,16.0
321,3.49,77.5,78.6,1085.0,4.02,4.21,3.78,3.65,9.9,5.9,641.0,12.0,18.0
322,2.74,72.8,72.0,854.0,3.54,3.68,3.21,4.79,16.0,13.9,643.0,12.0,20.0
323,2.05,80.2,77.5,1065.0,4.36,4.94,3.98,4.93,10.7,5.6,645.0,12.0,22.0
324,2.06,86.9,98.6,827.0,4.3,3.92,4.95,3.61,4.6,11.6,647.0,12.0,24.0
325,2.61,80.9,83.3,876.0,3.7,4.1,3.91,3.51,10.1,16.1,649.0,12.0,26.0
326,3.01,87.9,70.3,981.0,4.48,3.96,3.1,4.44,8.3,3.4,651.0,12.0,28.0
327,3.34,84.4,89.1,802.0,3.62,4.57,3.81,4.03,9.5,14.9,653.0,12.0,30.0
328,3.27,96.7,83.9,839.0,3.94,3.75,3.96,3.02,12.0,7.2,655.0,12.0,32.0
329,2.06,70.1,76.0,905.0,3.08,3.11,3.93,3.64,10.7,3.5,657.0,12.0,34.0
330,2.34,74.4,90.9,993.0,3.75,4.83,3.71,4.59,4.5,7.1,659.0,12.0,36.0
331,2.78,82.5,76.7,978.0,4.66,3.6,4.41,3.12,6.1,8.1,661.0,12.0,38.0
332,2.19,73.2,94.2,966.0,3.71,3.89,3.32,3.76,9.9,13.8,663.0,12.0,40.0
333,2.15,97.3,94.6,1079.0,4.41,3.93,4.86,3.99,4.3,17.3,665.0,12.0,42.0
334,3.34,71.2,79.4,933.0,3.93,4.02,4.53,3.99,9.0,6.4,667.0,12.0,44.0
335,2.85,92.2,90.4,989.0,4.05,4.74,4.45,4.81,11.7,8.6,669.0,12.0,46.0
336,3.09,76.2,89.7,908.0,4.02,3.17,4.54,4.54,6.3,12.4,671.0,12.0,48.0
337,2.68,87.5,97.8,961.0,3.01,4.45,3.39,4.31,13.7,4.0,673.0,12.0,50.0
338,2.83,97.4,86.4,935.0,3.5,3.13,4.29,3.7,7.0,14.6,675.0,13.0,0.0
339,2.33,87.5,87.2,971.0,3.64,3.25,4.63,3.92,8.8,15.0,677.0,13.0,2.0
340,3.08,75.0,85.8,862.0,4.04,4.54,3.04,3.16,9.8,12.4,679.0,13.0,4.0
341,2.13,75.6,78.8,1063.0,3.79,3.73,4.92,4.04,10.5,11.7,681.0,13.0,6.0
342,2.19,97.1,82.6,886.0,4.41,3.69,4.1,4.45,14.3,13.7,683.0,13.0,8.0
343,2.01,94.1,75.2,887.0,3.44,4.18,3.73,4.7,6.1,13.3,685.0,13.0,10.0
344,2.86,85.1,94.0,958.0,4.34,3.94,3.23,3.61,11.9,15.4,687.0,13.0,12.0
345,2.06,82.3,78.9,1024.0,4.13,4.09,4.81,4.6,3.5,10.5,689.0,13.0,14.0
346,2.55,80.6,75.1,876.0,3.78,3.41,3.23,3.17,13.6,14.0,691.0,13.0,16.0
347,2.56,91.1,82.3,1009.0,3.84,3.03,3.58,4.06,14.8,13.6,693.0,13.0,18.0
348,3.25,89.7,76.3,828.0,3.63,4.11,4.08,3.09,16.2,6.1,695.0,13.0,20.0
349,2.19,91.9,81.6,957.0,3.99,3.93,3.32,3.6,15.5,15.0,697.0,13.0,22.0
350,2.7,85.5,94.3,843.0,4.59,4.16,4.34,4.61,9.7,3.2,699.0,13.0,24.0
351,2.65,78.9,82.7,871.0,4.57,4.76,3.56,3.7,15.2,10.3,701.0,13.0,26.0
352,2.74,70.2,90.7,817.0,4.05,4.67,3.15,4.68,7.9,5.9,703.0,13.0,28.0
353,3.05,85.7,96.5,853.0,4.62,3.0,3.3,3.69,11.7,13.6,705.0,13.0,30.0
354,2.31,97.9,75.2,940.0,4.5,4.65,3.41,4.38,6.6,11.3,707.0,13.0,32.0
355,2.91,88.8,97.9,854.0,3.73,3.07,4.05,4.71,14.1,9.9,709.0,13.0,34.0
356,2.26,90.6,81.4,848.0,3.73,3.14,3.38,4.46,4.1,14.8,711.0,13.0,36.0
357,2.24,72.7,91.7,1025.0,3.59,4.05,4.38,4.69,8.5,15.4,713.0,13.0,38.0
358,2.36,74.8,99.9,891.0,3.81,3.13,4.64,3.71,13.0,10.6,715.0,13.0,40.0
359,2.01,89.0,93.4,1021.0,3.62,3.01,4.85,3.21,8.8,15.2,717.0,13.0,42.0
360,2.83,84.7,70.2,882.0,3.14,4.0,4.15,4.47,16.4,12.4,719.0,13.0,44.0
361,2.96,74.7,91.6,999.0,3.44,4.74,3.89,3.38,6.9,3.3,721.0,13.0,46.0
362,2.18,80.8,74.8,1088.0,4.65,4.44,3.49,3.06,9.5,5.4,723.0,13.0,48.0
363,3.35,80.3,95.4,868.0,4.65,3.46,3.52,3.35,9.8,16.0,725.0,13.0,50.0
364,2.24,89.0,94.3,1012.0,3.23,4.26,3.81,4.19,11.5,4.2,727.0,14.0,0.0
365,3.16,93.3,73.8,866.0,3.89,3.15,4.92,3.01,17.4,12.7,729.0,14.0,2.0
366,3.09,95.8,78.8,1010.0,4.87,4.75,4.62,3.55,12.8,5.7,731.0,14.0,4.0
367,3.32,90.0,94.7,903.0,3.0,4.3,4.45,4.44,14.4,4.6,733.0,14.0,6.0
368,2.77,91.6,71.6,1016.0,4.16,4.19,4.96,3.88,10.3,13.9,735.0,14.0,8.0
369,3.11,78.0,78.9,916.0,3.55,4.2,4.58,4.98,8.4,10.3,737.0,14.0,10.0
370,2.98,81.3,73.4,1096.0,3.42,4.89,4.39,3.47,14.1,15.1,739.0,14.0,12.0
371,3.28,87.1,74.0,868.0,4.83,4.58,4.29,3.75,17.2,4.4,741.0,14.0,14.0
372,2.56,99.5,80.2,868.0,3.84,3.36,3.8,4.6,15.0,14.6,743.0,14.0,16.0
373,2.26,81.2,95.8,844.0,4.07,4.83,3.05,3.48,6.6,4.1,745.0,14.0,18.0
374,2.77,95.7,99.4,902.0,4.26,3.7,4.96,3.49,9.6,7.0,747.0,14.0,20.0
375,2.57,99.6,70.9,1015.0,3.69,3.19,3.39,3.63,10.7,6.8,749.0,14.0,22.0
376,2.19,71.7,85.5,997.0,4.98,4.01,3.74,4.83,10.6,8.5,751.0,14.0,24.0
377,2.8,86.0,79.9,962.0,3.46,3.87,4.37,4.16,16.8,6.3,753.0,14.0,26.0
378,2.06,83.8,83.7,933.0,4.82,4.59,3.67,3.41,5.4,16.0,755.0,14.0,28.0
379,2.12,98.8,79.7,1091.0,3.08,4.33,3.89,3.48,7.4,8.0,757.0,14.0,30.0
380,2.64,95.3,96.0,944.0,4.0,3.91,3.2,4.61,4.3,11.2,759.0,14.0,32.0
381,2.75,78.0,90.5,881.0,4.63,3.25,3.01,3.54,8.7,16.7,761.0,14.0,34.0
382,3.31,87.7,70.3,988.0,3.32,3.53,3.35,4.21,10.1,5.9,763.0,14.0,36.0
383,2.28,77.4,78.5,903.0,4.62,4.5,4.15,3.64,13.1,14.0,765.0,14.0,38.0
384,3.35,86.3,91.1,906.0,4.79,4.46,4.51,3.44,13.8,11.8,767.0,14.0,40.0
385,2.44,80.2,78.0,981.0,3.33,4.02,3.49,4.0,4.9,11.7,769.0,14.0,42.0
386,2.14,97.3,88.4,1096.0,3.86,4.27,4.44,4.24,4.4,9.7,771.0,14.0,44.0
387,2.93,75.7,85.1,929.0,3.63,3.31,3.61,3.61,5.9,3.6,773.0,14.0,46.0
388,3.32,91.1,73.1,979.0,3.68,4.06,3.53,3.87,9.4,14.1,775.0,14.0,48.0
389,3.38,95.5,82.0,875.0,3.04,3.6,3.42,4.29,15.2,4.3,777.0,14.0,50.0
390,2.86,76.3,86.0,856.0,3.2,3.35,4.54,3.26,9.3,10.2,779.0,15.0,0.0
391,2.66,88.8,86.7,1086.0,4.9,3.7,4.8,3.7,16.0,4.9,781.0,15.0,2.0
392,2.72,94.7,75.9,916.0,3.19,4.8,3.92,3.4,14.1,15.6,783.0,15.0,4.0
393,2.28,75.9,93.0,995.0,3.64,4.88,3.54,3.34,13.5,13.9,785.0,15.0,6.0
394,2.21,90.0,71.3,1099.0,4.14,3.4,3.04,4.88,11.7,3.5,787.0,15.0,8.0
395,3.29,71.6,74.1,840.0,4.81,4.54,4.63,4.07,14.7,3.5,789.0,15.0,10.0
396,2.85,82.8,78.0,1046.0,3.11,3.51,3.91,3.45,13.0,8.0,791.0,15.0,12.0
397,3.31,84.5,98.7,860.0,3.42,3.02,3.36,3.3,16.3,4.8,793.0,15.0,14.0
398,3.37,98.5,77.0,1084.0,4.68,4.74,3.5,3.67,14.3,11.2,795.0,15.0,16.0
399,2.07,80.1,86.6,1071.0,3.86,4.13,3.81,4.47,13.3,5.0,797.0,15.0,18.0
400,3.49,70.1,82.6,925.0,3.29,4.79,4.44,3.96,12.9,13.7,799.0,15.0,20.0
401,2.82,80.7,94.3,923.0,4.22,4.56,4.34,4.11,7.7,17.7,801.0,15.0,22.0
402,2.48,86.3,86.3,1034.0,3.17,3.63,4.02,4.12,14.2,5.7,803.0,15.0,24.0
403,3.09,89.7,72.9,894.0,4.02,4.14,3.07,3.96,6.1,9.8,805.0,15.0,26.0
404,2.56,83.4,90.2,812.0,4.58,4.6,4.54,4.87,3.5,4.6,807.0,15.0,28.0
405,2.07,73.5,83.8,873.0,3.81,3.93,3.73,3.22,3.8,4.8,809.0,15.0,30.0
406,2.72,76.5,77.9,1064.0,4.19,3.12,3.99,3.33,3.3,4.0,811.0,15.0,32.0
407,2.46,77.0,73.0,859.0,4.51,4.25,3.35,3.27,3.7,7.5,813.0,15.0,34.0
408,2.81,89.8,90.2,984.0,3.84,3.89,3.65,3.63,9.7,6.7,815.0,15.0,36.0
409,2.86,95.9,90.2,1036.0,3.18,3.74,4.84,4.09,8.2,9.9,817.0,15.0,38.0
410,2.02,88.5,70.6,913.0,3.51,3.61,3.77,3.74,7.3,16.1,819.0,15.0,40.0
411,2.24,94.9,76.0,1089.0,4.52,4.21,4.22,4.66,8.6,5.0,821.0,15.0,42.0
412,2.49,78.9,86.9,846.0,4.0,3.79,4.9,3.82,5.3,7.0,823.0,15.0,44.0
413,2.63,79.6,99.7,895.0,3.79,4.44,3.33,4.38,8.6,15.1,825.0,15.0,46.0
414,2.42,77.0,94.5,1067.0,3.44,4.53,4.71,3.3,16.1,13.5,827.0,15.0,48.0
415,3.48,89.7,75.5,1087.0,3.83,3.61,3.31,4.41,14.2,6.4,829.0,15.0,50.0
416,2.28,74.4,77.0,1001.0,4.89,3.71,3.58,4.53,15.4,14.2,831.0,16.0,0.0
417,3.29,74.9,74.0,986.0,3.88,4.62,3.8,4.93,4.5,17.5,833.0,16.0,2.0
418,3.36,77.5,91.9,821.0,4.02,4.72,4.99,3.91,16.7,6.6,835.0,16.0,4.0
419,2.46,83.2,79.7,882.0,3.46,3.83,3.35,4.83,14.5,10.1,837.0,16.0,6.0
420,2.49,83.4,96.2,947.0,3.16,3.85,3.61,3.24,16.4,15.1,839.0,16.0,8.0
421,2.77,85.7,97.2,1092.0,3.68,3.34,4.73,3.16,8.4,10.3,841.0,16.0,10.0
422,3.19,77.8,92.8,1054.0,3.43,4.61,3.93,4.32,12.0,7.8,843.0,16.0,12.0
423,2.72,92.3,90.1,927.0,4.74,3.13,3.3,3.29,4.5,7.1,845.0,16.0,14.0
424,2.21,82.8,99.2,1098.0,4.25,3.63,4.77,3.11,10.2,16.5,847.0,16.0,16.0
425,3.49,90.2,72.4,1073.0,4.97,4.48,3.73,3.54,7.3,15.5,849.0,16.0,18.0
426,2.14,90.1,76.3,954.0,3.47,3.72,4.46,4.47,14.0,7.2,851.0,16.0,20.0
427,2.69,71.0,89.4,961.0,4.85,4.97,3.35,4.18,17.7,3.2,853.0,16.0,22.0
428,3.42,72.6,77.3,948.0,4.1,4.47,4.0,3.24,9.3,14.9,855.0,16.0,24.0
429,2.87,76.7,91.9,870.0,4.89,4.5,3.48,3.66,17.4,9.4,857.0,16.0,26.0
430,2.27,95.4,85.2,951.0,4.85,4.83,3.47,3.38,13.9,11.7,859.0,16.0,28.0
431,2.62,78.5,99.2,1082.0,4.84,3.6,3.68,4.72,16.5,9.5,861.0,16.0,30.0
432,3.0,76.1,70.0,841.0,4.98,3.03,3.11,3.02,15.8,6.7,863.0,16.0,32.0
433,3.49,77.5,88.2,1078.0,3.44,3.97,3.89,4.77,12.2,11.0,865.0,16.0,34.0
434,2.26,95.4,93.1,1025.0,4.83,3.69,4.0,4.37,7.2,16.5,867.0,16.0,36.0
435,2.45,86.1,80.4,988.0,3.91,4.85,4.92,3.05,6.1,6.6,869.0,16.0,38.0
436,2.93,85.8,78.9,1002.0,3.93,4.52,3.02,4.0,3.2,4.3,871.0,16.0,40.0
437,2.75,75.5,98.8,984.0,4.37,3.3,3.78,4.26,5.1,8.6,873.0,16.0,42.0
438,3.13,85.5,85.3,834.0,3.14,4.01,4.99,3.37,10.6,6.4,875.0,16.0,44.0
439,2.32,91.0,81.8,920.0,4.45,3.32,4.68,3.34,12.0,11.5,877.0,16.0,46.0
440,2.44,71.1,88.7,1049.0,4.83,3.77,3.64,3.31,15.8,4.8,879.0,16.0,48.0
441,2.02,81.0,97.4,855.0,4.46,4.16,4.91,4.12,17.6,9.5,881.0,16.0,50.0
442,2.99,96.1,87.6,824.0,4.41,4.96,4.73,3.89,13.5,4.9,883.0,17.0,0.0
443,3.24,75.6,90.7,962.0,3.89,3.29,3.92,4.84,16.1,4.1,885.0,17.0,2.0
444,3.26,71.4,99.0,1057.0,3.37,4.16,3.45,4.03,3.7,13.3,887.0,17.0,4.0
445,2.29,92.8,91.1,1049.0,4.45,3.26,4.35,4.45,14.9,5.2,889.0,17.0,6.0
446,2.47,94.6,83.7,971.0,3.04,3.13,3.84,3.76,7.7,9.4,891.0,17.0,8.0
447,2.92,93.9,96.5,803.0,4.27,3.03,3.7,4.42,9.5,9.7,893.0,17.0,10.0
448,3.17,87.4,93.7,932.0,4.71,3.18,4.94,4.79,10.2,15.1,895.0,17.0,12.0
449,2.42,87.9,97.6,898.0,3.72,3.36,4.16,3.62,4.6,8.4,897.0,17.0,14.0
450,3.13,94.6,77.8,856.0,3.72,4.73,4.78,3.65,7.4,9.7,899.0,17.0,16.0
451,2.49,73.9,99.0,879.0,3.65,3.52,3.97,3.89,10.1,3.4,901.0,17.0,18.0
452,3.22,95.7,85.2,830.0,3.83,3.06,3.17,4.61,10.5,10.6,903.0,17.0,20.0
453,2.23,88.4,85.0,832.0,3.23,4.51,4.53,4.69,7.9,9.2,905.0,17.0,22.0
454,2.53,95.6,81.6,1021.0,4.22,4.24,4.96,4.67,17.8,3.3,907.0,17.0,24.0
455,2.49,95.6,77.8,803.0,3.34,3.63,4.79,3.12,7.0,17.2,909.0,17.0,26.0
456,2.01,87.6,85.0,957.0,4.74,4.97,4.74,3.83,14.4,16.9,911.0,17.0,28.0
457,2.98,77.7,89.5,1090.0,3.73,3.06,3.75,3.02,3.2,14.5,913.0,17.0,30.0
458,2.56,87.7,94.2,1018.0,3.66,4.79,3.18,3.86,17.6,16.9,915.0,17.0,32.0
459,3.37,78.6,97.5,1052.0,4.57,4.42,3.73,4.3,9.6,7.1,917.0,17.0,34.0
460,3.34,77.1,90.5,834.0,3.61,3.61,4.7,3.34,5.5,12.4,919.0,17.0,36.0
461,2.16,99.6,86.3,1044.0,3.01,4.85,3.09,4.39,5.9,14.3,921.0,17.0,38.0
462,3.37,81.5,75.4,996.0,4.83,3.34,3.22,4.75,16.4,7.3,923.0,17.0,40.0
463,3.24,79.6,86.0,857.0,3.78,3.26,3.36,3.2,10.6,9.5,925.0,17.0,42.0
464,3.27,77.1,75.7,942.0,4.56,4.75,3.4,4.02,9.2,10.1,927.0,17.0,44.0
465,2.23,88.8,87.9,898.0,3.02,4.26,3.8,3.99,8.6,6.5,929.0,17.0,46.0
466,3.25,78.0,94.3,830.0,3.78,3.9,4.94,4.47,11.5,14.3,931.0,17.0,48.0
467,3.0,99.6,77.5,1038.0,3.91,4.84,3.63,3.32,6.9,4.6,933.0,17.0,50.0
468,3.29,95.2,84.5,1018.0,3.13,4.91,4.55,4.77,3.5,13.0,935.0,18.0,0.0
469,3.05,75.4,94.6,880.0,3.0,4.9,3.32,4.49,13.7,8.7,937.0,18.0,2.0
470,2.14,95.4,81.3,898.0,4.47,3.96,3.25,3.8,10.7,4.1,939.0,18.0,4.0
471,2.1,92.4,82.6,970.0,4.99,4.66,3.03,4.32,10.8,11.6,941.0,18.0,6.0
472,3.05,95.0,87.7,1012.0,3.34,3.93,4.13,4.53,3.7,15.8,943.0,18.0,8.0
473,2.97,77.8,94.5,1090.0,4.02,4.91,3.42,4.0,10.2,3.2,945.0,18.0,10.0
474,2.48,97.1,75.2,874.0,3.34,3.44,3.89,3.06,17.5,16.4,947.0,18.0,12.0
475,2.77,99.9,85.4,1045.0,3.04,3.85,4.56,4.89,3.3,17.8,949.0,18.0,14.0
476,3.36,77.1,76.9,887.0,3.25,4.8,3.93,4.87,11.2,9.1,951.0,18.0,16.0
477,3.45,78.5,75.0,1012.0,3.83,3.46,4.48,4.98,17.9,13.7,953.0,18.0,18.0
478,2.23,74.8,76.0,1085.0,4.55,3.55,3.95,4.2,3.4,3.1,955.0,18.0,20.0
479,2.02,74.4,82.0,902.0,3.05,4.96,4.7,3.88,13.5,10.1,957.0,18.0,22.0
480,2.37,98.7,81.2,820.0,3.85,4.38,4.42,3.05,14.0,5.2,959.0,18.0,24.0
481,3.49,73.5,70.2,934.0,4.9,3.69,3.74,4.02,7.0,5.4,961.0,18.0,26.0
482,2.18,98.4,99.6,966.0,3.27,3.29,3.09,3.17,9.7,6.7,963.0,18.0,28.0
483,3.46,85.5,72.7,803.0,3.96,3.47,4.6,4.14,8.8,4.3,965.0,18.0,30.0
484,2.75,78.1,94.0,958.0,4.75,3.06,4.58,3.15,4.3,3.0,967.0,18.0,32.0
485,3.02,76.7,70.6,895.0,3.81,4.48,4.58,3.69,8.0,16.7,969.0,18.0,34.0
486,2.9,80.6,95.7,1094.0,3.77,4.97,4.25,3.98,16.6,8.2,971.0,18.0,36.0
487,2.53,82.8,76.5,807.0,3.48,3.33,4.85,3.96,15.6,7.4,973.0,18.0,38.0
488,3.45,74.6,82.3,1043.0,3.02,3.79,3.72,3.19,12.6,9.6,975.0,18.0,40.0
489,3.01,79.5,95.8,995.0,3.72,3.47,4.99,3.48,10.0,14.5,977.0,18.0,42.0
490,2.61,83.5,70.4,1079.0,4.12,4.08,3.74,3.93,5.1,8.1,979.0,18.0,44.0
491,3.2,74.8,73.9,1053.0,3.28,4.42,3.66,3.45,7.8,13.4,981.0,18.0,46.0
492,3.33,84.0,88.6,809.0,3.25,4.24,3.63,4.68,12.0,11.4,983.0,18.0,48.0
493,2.45,74.6,79.4,1069.0,3.59,3.38,4.14,3.03,4.5,5.2,985.0,18.0,50.0
494,3.42,96.5,90.9,991.0,3.16,4.29,3.47,3.33,13.6,16.2,987.0,19.0,0.0
495,2.35,82.7,99.6,1012.0,3.69,4.13,4.92,3.44,15.6,14.5,989.0,19.0,2.0
496,2.88,93.1,96.0,1069.0,3.32,4.11,3.53,3.49,15.3,8.7,991.0,19.0,4.0
497,2.83,92.7,83.3,1041.0,3.32,4.6,3.57,4.85,7.6,9.1,993.0,19.0,6.0
498,3.42,81.3,96.6,900.0,4.34,3.2,4.3,3.38,9.5,3.8,995.0,19.0,8.0
499,2.06,71.2,91.5,1048.0,3.5,3.95,3.88,4.43,5.7,3.1,997.0,19.0,10.0
500,2.62,70.9,81.4,1079.0,3.19,4.66,4.53,3.85,9.5,14.5,999.0,19.0,12.0
501,2.88,80.2,81.8,817.0,4.39,3.65,3.68,4.83,12.7,15.8,1001.0,19.0,14.0
502,3.44,96.9,78.5,874.0,4.06,3.96,3.49,3.76,11.9,5.3,1003.0,19.0,16.0
503,2.03,84.5,80.2,992.0,4.86,4.16,4.97,3.88,7.7,15.3,1005.0,19.0,18.0
504,3.27,87.0,89.1,915.0,3.22,3.19,3.29,4.9,17.5,14.9,1007.0,19.0,20.0
505,2.81,88.3,93.4,1001.0,3.69,3.04,4.48,4.7,16.0,6.2,1009.0,19.0,22.0
506,3.26,99.9,89.1,953.0,3.99,3.73,3.46,4.07,9.9,9.8,1011.0,19.0,24.0
507,2.64,79.7,92.9,981.0,4.37,4.63,3.32,3.51,9.6,14.4,1013.0,19.0,26.0
508,3.06,97.3,70.0,948.0,4.88,4.22,4.79,3.57,15.2,7.8,1015.0,19.0,28.0
509,2.53,97.7,94.0,884.0,4.2,3.8,3.58,3.16,15.7,10.3,1017.0,19.0,30.0
510,2.47,74.3,97.8,1071.0,4.17,3.4,3.51,3.76,14.2,3.3,1019.0,19.0,32.0
